1,2	0110
3,4	0101
5,6	1100
7,8	1111
9,10	1111
11,12	1100
13,14	1000
15,16	1011
17,18	0010
19,20	0001
21,22	0101
23,24	0110
25,26	1011
27,28	1000
29,30	0001
31,32	0010
1r,2r	1100
3r,4r	1111
5r,6r	0101
7r,8r	0110
9r,10r	1000
11r,12r	1011
13r,14r	1100
15r,16r	1111
17r,18r	0101
19r,20r	0110
21r,22r	0001
23r,24r	0010
25r,26r	0001
27r,28r	0010
29r,30r	1000
31r,32r	1011
